InvoiceId,Date,TotalSalesAmount,CustomerId
1,01/01/2022,33.3,1
2,01/02/2022,2.5,2
3,01/02/2022,24.5,3
4,01/03/2022,10.5,4
5,01/03/2022,6,5
6,01/04/2022,15.2,6
7,01/05/2022,2.5,7
8,01/06/2022,10.5,8
9,01/06/2022,3,9
10,01/07/2022,15,10
11,01/08/2022,1.25,11
12,01/08/2022,8.3,12
13,01/09/2022,7,13
14,01/10/2022,10.95,14
15,01/11/2022,8.35,15
16,01/12/2022,12.75,16
17,01/12/2022,1.9,17
18,01/13/2022,7.199999999999999,18
19,01/13/2022,8.4,19
20,01/14/2022,26.75,20
21,01/15/2022,6.05,21
22,01/16/2022,7.6,22
23,01/17/2022,10.75,23
24,01/18/2022,7.75,24
25,01/19/2022,15.25,25
26,01/20/2022,7.6,26
27,01/21/2022,3.8,27
28,01/22/2022,13,28
29,01/22/2022,5.25,29
30,01/23/2022,3.8,30
31,01/23/2022,22.95,31
32,01/24/2022,1.5,32
33,01/24/2022,12.5,33
34,01/25/2022,8.549999999999999,34
35,01/26/2022,20.7,35
36,01/27/2022,27.75,36
37,01/27/2022,6.9,37
38,01/28/2022,9.5,38
39,01/29/2022,16.15,39
40,01/30/2022,15.75,40
41,01/31/2022,18.9,41
42,02/01/2022,10.55,42
43,02/01/2022,7,43
44,02/02/2022,4.75,44
45,02/03/2022,32.35,45
46,02/04/2022,7,46
47,02/04/2022,12,47
48,02/04/2022,28.9,48
49,02/05/2022,15.299999999999999,49
50,02/05/2022,15.75,50
51,02/05/2022,5.75,51
52,02/06/2022,6,52
53,02/06/2022,8.149999999999999,53
54,02/07/2022,21.1,54
55,02/08/2022,10.2,55
56,02/09/2022,24.15,56
57,02/10/2022,3.8,57
58,02/10/2022,6.6499999999999995,58
59,02/11/2022,2.25,59
60,02/11/2022,7.6,60
61,02/12/2022,11.149999999999999,61
62,02/12/2022,14.5,62
63,02/13/2022,3.75,63
64,02/13/2022,15.1,64
65,02/14/2022,12.349999999999998,65
66,02/14/2022,5.75,66
67,02/15/2022,7.949999999999999,67
68,02/15/2022,11.149999999999999,68
69,02/15/2022,6.6499999999999995,69
70,02/16/2022,16.299999999999997,70
71,02/17/2022,18,71
72,02/18/2022,3.8,72
73,02/18/2022,8.9,73
74,02/19/2022,3.8,74
75,02/19/2022,20.25,75
76,02/20/2022,7.35,76
77,02/20/2022,4.75,77
78,02/20/2022,3,78
79,02/21/2022,5.699999999999999,79
80,02/21/2022,10.25,80
81,02/22/2022,18.65,81
82,02/22/2022,2.8499999999999996,82
83,02/23/2022,11.35,83
84,02/23/2022,6.6499999999999995,84
85,02/23/2022,0.75,85
86,02/24/2022,27.25,86
87,02/24/2022,9.75,87
88,02/25/2022,11.25,88
89,02/26/2022,5.7,89
90,02/27/2022,11.399999999999999,90
91,02/27/2022,7.949999999999999,91
92,02/27/2022,21.75,92
93,02/28/2022,17.099999999999998,93
94,02/28/2022,14.5,94
95,03/01/2022,9.6,95
96,03/02/2022,4.5,96
97,03/03/2022,5.699999999999999,97
98,03/03/2022,27.25,98
99,03/03/2022,0.95,99
100,03/04/2022,8.549999999999999,100
101,03/05/2022,22.4,101
102,03/05/2022,9.25,102
103,03/05/2022,32.599999999999994,103
104,03/06/2022,14.5,104
105,03/07/2022,12.299999999999999,105
106,03/07/2022,8.549999999999999,106
107,03/08/2022,17.25,107
108,03/08/2022,6.75,108
109,03/08/2022,21.85,109
110,03/08/2022,11.45,110
111,03/09/2022,15.75,111
112,03/09/2022,2.25,112
113,03/09/2022,11.25,113
114,03/09/2022,17.9,114
115,03/10/2022,7,115
116,03/10/2022,18.8,116
117,03/11/2022,12.65,117
118,03/11/2022,7,118
119,03/11/2022,13.049999999999999,119
120,03/12/2022,1.9,120
121,03/13/2022,16.95,121
122,03/13/2022,11.25,122
123,03/13/2022,26.049999999999997,109
124,03/14/2022,5.25,123
125,03/14/2022,0.75,124
126,03/14/2022,4.5,125
127,03/14/2022,12.4,122
128,03/15/2022,13.35,126
129,03/15/2022,7.9,127
130,03/16/2022,10,128
131,03/16/2022,9.95,129
132,03/16/2022,16.599999999999998,130
133,03/16/2022,5.25,131
134,03/17/2022,8.549999999999999,132
135,03/17/2022,12.1,133
136,03/17/2022,23,134
137,03/18/2022,14,135
138,03/19/2022,7.199999999999999,136
